Street or Road Name,Secondary street name,1: Are you in favour of reducing traffic in Littlemore?,2: How many journeys per week do you make - CAR - BEFORE LTN,2: How many journeys per week do you make - CAR - AFTER LTN,2: How many journeys per week do you make - MOTORBIKE - BEFORE LTN,2: How many journeys per week do you make - MOTORBIKE - AFTER LTN,2: How many journeys per week do you make - VAN - BEFORE LTN,2: How many journeys per week do you make - VAN - AFTER LTN,2: How many journeys per week do you make - BUS - BEFORE LTN,2: How many journeys per week do you make - BUS - AFTER LTN,2: How many journeys per week do you make - FOOT - BEFORE LTN,2: How many journeys per week do you make - FOOT - AFTER LTN,2: How many journeys per week do you make - WHEELCHAIR etc - BEFORE LTN,2: How many journeys per week do you make - WHEELCHAIR etc - AFTER LTN,2: How many journeys per week do you make - BIKE - BEFORE LTN,2: How many journeys per week do you make - BIKE - AFTER LTN,2: How many journeys per week do you make - SCOOTER - BEFORE LTN,2: How many journeys per week do you make - SCOOTER - AFTER LTN,"3: If you drive, the reasons for this are:","4. Overall, the LTN's impact on you has been:",5. Location of traffic filters: Church Hill Road,5. Location of traffic filters: Beauchamp Lane,5. Location of traffic filters: Littlemore Road,5. Location of traffic filters: Mayfair Road,5. Location of traffic filters: Liddell Road,5. Location of traffic filters: Bartholomew Road,6: Do you think the current Cowley LTNs should be,7:  What is the biggest benefit of the LTNs?,8: What is the biggest problem of the LTNs?,9: Have you filled in the county's online LTN consultation?,10. Do you have any other comments or ideas to improve traffic in our area?
Dudgeon Drive,,Yes,1-2,1-2,,,,,,,2-3,2-3,,,20,20,,,Long distance travel,2,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,"Quiet streets for kids, bikes, walkers",Resistance to change. Short term increase in traffic in some places. Can only see if people are driving less in the longer term.,No,"Get all road users to be kind! Better dialogue. Soon as change is afoot all start blaming each other e.g. cyclist + car collide. Drivers ""they should wear bright colours""; Cyclists ""Get out of your car"" Walkers ""Scooters are evil"". Promote messages to get all to take responsibility for the problem of too much traffic and solutions. Infrastructure design, public transport, kindness and taking responsibility are all part of the solution."
Dudgeon Drive,,Yes,,,,,,,,,7,1 (COVID),,,,,,,,,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,"Reduce traffic, hence pollution in some areas","Displaced traffic to other areas. No overall reduction, probably congestion increase",No,
Dudgeon Drive,,Yes,2,2,5,5,,,,,3,3,,,2,2,,,"Gyms, With baby to meet friends, but now have bike trailer",2,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Kept as is,Quiet safe roads into town for cycling,Car drivers moaning,No,"Speed humps on Oxford Rd are good, but priorities need to change to reduce traffic queues. LTNs should be extended; bike lanes enhanced to provide safe cycle network into town -- currently I think this provision stops at Boundary Brook Road. Possibly (if car drivers can't be dissuaded) another lane for the southern bypass. Rework Littlemore roundabout -- lanes are confusing. Please don't stop LTNs without at least creating more safe cycle routes! Thanks for taking the time to ask opinions."
Dudgeon Drive,,No opinion,5,5,,,,,,,,,,,,,,,"Shopping, Gyms, School run",3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,,,No,"Most of my journeys unaffected, so unsure"
Dudgeon Drive,,Yes,15,12,,,,,1,1,30,30,,,,,,,"Work, Shopping",4,Change,Agree,Change,Remove,Agree,Change,Kept with alterations,Some roads are quicker,Traffic on Oxford & Newman Rds,Yes,Bartholomew Rd still used. Speeding on Littlemore Rd. Scooters able to cut through. Traffic calming on Littlemore Rd instead of blocking it?
Dudgeon Drive,,Yes,0,2-4,,,,,,,10-15,5-10,,,,,,,"Work, Shopping",4,No opinion,Remove,Remove,No opinion,No opinion,No opinion,Kept with alterations,Discourage car usage (not sure if it works though),Congestion in rush hour; divisive issue,,Better bus services to reduce driving. Especially one that goes round the ring road. Currently 10 mins to Risinghurst by car but over an hour by bus. There should be more than one route out of Littlemore (e.g. Littlemore Rd). Chicanes or cameras on Bartholomew Rd instead of bus gate?
Dudgeon Drive,,No opinion,,,,,,,7,7,7,7,,,,,,,,5,Agree,Remove,Remove,Remove,No opinion,Remove,Removed,,Traffic displacement to main roads,No,Want more frequent 3A service
Dudgeon Drive,,No,8-10,,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",3,Change,No opinion,Remove,No opinion,No opinion,Change,Removed,"Less pollution, better for environment",Access to hospitals by non-ambulances,No,
Dudgeon Drive,,Yes,,,,,,,4-5,4-5,,,,,15-20,15-20,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Kept with alterations,"Less noise, more convenient transportation for local residence",,No,Such regulations encourage non-residents to use highways around the region
Dudgeon Drive,,Yes,7,7,,,,,,,3,3,,,,,,,"Shopping, Health appointments",3,No opinion,No opinion,No opinion,No opinion,No opinion,Remove,Removed,Some householders might benefit,Journey times extended,No,
Dudgeon Drive,,Yes,,,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",3,Agree,Agree,Change,No opinion,Remove,No opinion,Kept with alterations,,,No,
Dudgeon Drive,,Yes,5,5,,,,,,,4,4,,,20,20,,,"Shopping, Caring responsibilities",5,Remove,No opinion,Remove,Remove,Remove,Remove,Removed,None,Traffic displacement,No,"Make safe cycling infrastructure (e.g. Aldi turn on Ring Road, Cornerhouse roundabout)"
Elm Tree Close,,Yes,1,0,,,,,,,2,2,,,10,12,,,Work,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Reduction in traffic,Road rage,No,Clamp down on illegal parking - around Cowley Road shops and Oxford Road this is a constant problem
Elm Tree Close,,Yes,15,15,,,,,,,,,,,,,,,"Work, Shopping",,Agree,Agree,Agree,Agree,Agree,Agree,Kept with alterations,Low traffic,Big detour,No,
Elm Tree Close,,No opinion,2,2,,,,,3,3,2,2,,,,,,,Shopping,,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Getting home from Cowley,No,
Elm Tree Close,,No,5,5,,,,,,,7,7,,,On days with nice weather,,,,"Work, Shopping, Health appointments, School run",5,Remove,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,"More traffic jams, pollution problems and leaving my road is more difficult. More road rage. Stopped using Cowley Road shops and more difficult to get to BBL due to Bartholomew Road filter. ",Yes,
Elm Tree Close,,No,4,4,,,5,5,6,6,10,10,,,,,,,"Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Moved traffic and pollution to other areas, increased bus travel times, more traffic at either end of Between Towns Road.",Yes,
Elm Tree Close,,Yes,10,8,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",5,Change,Remove,Remove,Change,No opinion,Remove,Removed,Only for those who can walk / cycle,"Extra traffic and pollution in Littlemore. Getting out of Newman Road more difficult, more traffic on Cowley Road, Littlemore",Yes,
Fairlie Road,,Yes,,,,,,,1,1,2,2,,,8,8,,,,2,Agree,Agree,Agree,Agree,No opinion,Agree,Kept as is,Easier to walk / cycle,Drivers complain,No,
Fairlie Road,,No,25,25,1,1,,,,,5,6,,,3,8,,,"Work, Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Quiet roads were LTNs are,Longer journey times due to traffic and distance. Installed in a non-proper way.,Yes,
Fairlie Road,,No opinion,,,,,15-20,15-20,,,,,,,,,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Pushed traffic onto main roads causing extra pollution,Yes,
Fairlie Road,,No,14,14,,,,,,,4,4,,,,,,,"Work, Shopping, Gyms, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Causes more traffic, causing longer journeys.",No,Remove LTNs
Fairlie Road,,Yes,4,2,,,,,,,2,2,,,,,,,"Shopping, Health appointments",5,No opinion,No opinion,Remove,Remove,No opinion,Remove,Kept with alterations,None,"Increased journey length, time, petrol cost and pollution",Yes,Stop people parking on pavements
Fairlie Road,,,5,5,,,,,,,,,,,,,,,"Shopping, Health appointments",,No opinion,Agree,Remove,Remove,No opinion,Remove,Removed,None,Double/trebled mileage for us; big problem if Westbury Crescent is blocked; only one access route to home,No,
Fairlie Road,,,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,,"Work, Shopping, Caring responsibilities",5,Remove,Change,Remove,Remove,No opinion,Change,Removed,Reduced traffic for school children,More traffic on ring road; longer journeys causing more pollution,No,
Fairlie Road,,Yes,10,20,,,,,3,0,10,0,,,4,2,,,"Work, Shopping, Health appointments, School run",5,Remove,No opinion,Remove,Remove,Remove,Remove,Removed,Less traffic,"Less business, we avoid shopping due to LTNs; longer routes lead to more pollution and more traffic",Yes,Limit our area to residents only
Fairlie Road,,Yes,2,2,,,,,1,1,3,3,,,,,,,"Shopping, Health appointments",2,Agree,Agree,Agree,Agree,Agree,Agree,Kept with alterations,"Less traffic in area, safer for walking",Getting out onto main road [Iffley Road via Westbury Crescent] - there have been no alterations to this for traffic flow,No,"-  Control of traffic onto main road needs changing [Iffley Road via Westbury Crescent] - traffic lights?
- Parking arrangements into Westbury Crescent need to be removed as they obstruct other vehicles"
Fairlie Road,,No opinion,6,0,,,,,,,6,6,,,,,,,"Work, Shopping, Health appointments, School run, Caring responsibilities",5,No opinion,No opinion,No opinion,Change,No opinion,No opinion,Removed,None,Traffic causing congestion,No,
Fairlie Road,,Yes,28,28,,,,,,,20,20,,,,,,,"Work, Shopping, Gyms, Health appointments, School run",5,Agree,Agree,Remove,Remove,No opinion,No opinion,Removed,"Safer roads, less traffic on minor roads","Longer journeys, more congestion and pollution, more traffic",,
Fairlie Road,,Yes,1,3,,,,,,,3,6,,,6,6,,,"Shopping, Health appointments",,No opinion,No opinion,Agree,Agree,No opinion,No opinion,Kept as is,Safer riding my bike,Pulling out of Westbury Crescent onto Iffley Road takes ages,No,
Fairlie Road,,No opinion,0,0,,,1,1,,,,,,,,,,,"Health appointments, Caring responsibilities",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Extra pollution,Yes,Remove LTNs
Fairlie Road,,Yes,3-5,3-5,,,,,5-7,5-7,10-12,10-12,,,,,,,,5,Remove,Remove,Remove,Remove,No opinion,No opinion,Removed,Nice to walk without being cautious about moving traffic,Extremely poorly planned,,Need a bin at end of alleyway that connects Fairlie Road and Rose Hill
Grange Road,,No opinion,,,,,,,,,,,,,,,,,Work,,Agree,No opinion,Remove,No opinion,No opinion,,Removed,Less traffic,Blocks main road to Cowley,Yes,
Grange Road,,No,3,3,,,,,,,,,,,,,,,"Shopping, Health appointments, Caring responsibilities",5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,Makes some areas safer and quieter for traffic,Traffic displacement,No,
Grange Road,,No,4,0,,,,,,,,,,,,,,,Shopping,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Longer journeys,No,Remove LTNs
Grange Road,,Yes,12,12,,,,,,,5,5,,,,,,,"Work, Shopping, Caring responsibilities",5,Remove,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,More congestion in Littlemore,No,"- Remove LTNs
- Make Oxford Road and Newman Road one way"
Grange Road,,No opinion,Yes,Yes,,,,,,,,,,,,,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,More traffic on main roads; longer journeys,No,
Grange Road,,Yes,Yes (self employed so varies),Yes,,,,,,,,,,,,,,,"Work, Shopping",4,Agree,Agree,Agree,Agree,Agree,Agree,Kept with alterations,Less traffic in some areas,Traffic displacement,No,Reduce bus fares
Grange Road,,No,7,7-12,,,,,,,5,0,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Agree,Remove,Remove,No opinion,Remove,Removed,None,Traffic; congestion; journey times; pollution,Yes,Remove LTNs
Grange Road,,Yes,4,4,,,,,,,6-7,6-7,,,,,,,"Work, Shopping, Health appointments",5,No opinion,Agree,Remove,No opinion,No opinion,Remove,,Removing some 'rat runs' and quietening some minor roads,"Isolating Littlemore from Cowley; moving all traffic to the main road, creating congestion; haphazard planning and execution",Yes,
Grange Road,,No opinion,Every day,Every day,,,,,,,,,,,,,,,School run,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,More traffic; longer journeys,No,Remove LTNs
Grange Road,,,5,5,,,,,,,1-2,1-2,,,,,,,"Shopping, Health appointments",5,Remove,Remove,Remove,No opinion,No opinion,Remove,Removed,None,Traffic displacement; longer journeys,No,School street in Grange Road
Grange Road,,Yes,,,,,,,3,3,,,,,,,,,Don't drive,,No opinion,No opinion,Change,No opinion,No opinion,No opinion,Removed,None,Blocking emergency vehicles,No,More traffic wardens
Hillsale Piece,,Yes,3,3,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",3,Agree,Agree,Change,Agree,Agree,Agree,Kept with alterations,Creating more liveable neighbourhoods,Impact of increased traffic for some residents,Yes,"- Prevent pavement + verge parking
- Insure traffic impacts of infill / new developments are properly considered and are safe
- Consider re-opening Littlemore Road"
Hillsale Piece,,Yes,100s,100s,,,,,,,,,,,,,,,"Work, Shopping, School run, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Bottlenecking traffic elsewhere; increased journey time; 5 min journey takes 15/20 mins,,
Hillsale Piece,,Yes,5-6,5-6,,,,,,,,,,,,,,,"Work, Health appointments",3,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,Reduced traffic in some areas,Increase in congestion on main roads,No,Limit parking on busy roads
Hillsale Piece,,Yes,2,2,,,,,2,2,3,3,,,,,,,"Work, Shopping, Health appointments",4,Agree,Remove,Remove,No opinion,No opinion,No opinion,Kept with alterations,Pedestrian safety on residential streets,Diverts traffic to adjacent streets rather than tackling underlying traffic issues,No,"- More frequent bus service to make getting rid of a car more viable
- Lack of safe road parking makes roads and crossings dangerous with narrow lanes and poor visibility"
Hillsale Piece,,No,20-25,20-25,,,,,,,5-10,5-10,,,,,,,"Work, Shopping, Gyms, Health appointments, Visiting family and friends",3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,,Lower volume of air pollution,Longer journeys for cars,No,"- Speed bumps to help limit vehicle speed
- Speed cameras"
Hillsborough Close,,Yes,0-1,0-1,,,,,,,6,6,,,,,,,,3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,Safety for residents,Route disruption,Yes,
Hillsborough Close,,,4,4,,,,,2,2,5,5,,,,,,,"Shopping, Health appointments, Visiting friends, travel, leisure",5,Remove,Agree,Remove,Remove,No opinion,Remove,Removed,None,Limited access; caused congestion and frustration; extra mileage; Westbury Cresent-only access; more parked cars in smaller area,Yes,20 mph limit
Hillsborough Close,,No,2,2,6,6,,,10,10,3,3,,,10,10,,,Shopping,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Extra mileage; more dangerous on motorbike (have to cross traffic at more points); more congestion on Westbury Crescent.,No,Remove LTNs
Hillsborough Close,,No,,,,,,,,,,,,,,,,,,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Longer journeys; more pollution,Yes,
Hillsborough Close,,No,5,5,,,,,2,2,,,,,,,,,"Shopping, Health appointments",5,Remove,No opinion,Remove,Remove,No opinion,Remove,Removed,None,Traffic on main roads; exit from Westbury Crescent difficult; longer trips to Cowley Centre,Yes,
Hillsborough Close,,Yes,,,,,,,5,0,,,,,,,,,,4,Change,Change,Change,Change,Change,Change,Kept with alterations,Less traffic locally,More traffic and pollution on main roads,No,[Illegible]
Lakefield Road,,No,16,16,,,,,,,20,20,,,8,8,,,"Work, Caring responsibilities",4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,Keeps people safer,Littlemore Road is a main road so makes no sense to shut it.,No,
Lakefield Road,,No,5,5,,,,,,,,,,,,,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Journeys are longer and with more traffic; chance of getting to work late higher,No,
Lakefield Road,,No,3,1,,,,,,,5,5,,,,,,,"Shopping, Health appointments",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Longer journeys; more pollution from queuing traffic,No,"- Better bus service that's more reliable and cheaper than using your car
- Remove LTNs"
Lakefield Road,,No,5,5,,,10,10,,,,,,,,,,,"Work, Shopping, Health appointments, School run",,,No opinion,Remove,No opinion,No opinion,No opinion,Removed,None,Emergency service access,No,Install speed cameras
Lakefield Road,,No,7,7,,,,,,,lots,lots,,,,,,,"Work, Shopping",3,,,,,,,Removed,,No parking space,No,
Lakefield Road,,No opinion,10,10,,,4,4,20,20,0,2,,,,,,,"Work, School run",4,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,Low traffic for local schools,Harder to get to work (longer journey; more traffic; costs more),No,
Lakefield Road,,No,5,10,5,5,,,3,0,,,,,5,0,,,"Shopping, Health appointments",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Traffic displacement; cannot access Cowley Centre,No,Improve bus service
Lakefield Road,,Yes,2-3,2,,,,,,,daily,daily,,,2-3,2-3,,,Shopping,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Safer for cyclists; encourages people to not use cars,Some people are very unhappy and resentful,Yes,"- Clearer signs in some areas, e.g. ""access only"", how to avoid LTN areas
- Limit access to car parking outside schools
- Encourage people to do school run by walking if they live within a specified distance from school on at least some days of the week"
Lakefield Road,,Yes,Yes,Yes,,,,,,,,,,,,,,,Work,,,,,,,,,,,,
Lakefield Road,,No,14,14,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",5,No opinion,No opinion,No opinion,Remove,No opinion,Remove,Removed,None,Traffic displacement,Yes,More frequent bus services
Lakefield Road,,No,3,1,,,,,,,1,1,,,14,16,,,Shopping,4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Some roads quieter and safer,Traffic displacement; more congestion; unexpected installation,No,"Improve alternative access routes to Littlemore by motor transport [more roads?], don't think double decker buses should be going down these roads at all"
Lakefield Road,,Yes,yes (taxi),yes (taxi),,,,,yes,yes,yes,yes,,,,,,,Work,4,Remove,No opinion,No opinion,No opinion,No opinion,Remove,,,Emergency service access; more expensive taxis; traffic displacement,No,
Lakefield Road,,No,5,5,,,,,,,,,,,2,2,,,"Work, Shopping",5,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,"Causes traffic, driver confusion; longer journeys; only people to suffer are local drivers",No,Remove LTNs
Lakefield Road,,No,30,30,,,,,,,10,10,,,,,,,"Work, Shopping",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Longer journeys,Yes,Parking for the school
Lakefield Road,,No opinion,10,10,,,,,,,,,,,,,,,"Work, Shopping, Gyms",5,Remove,Remove,Remove,No opinion,No opinion,Remove,Removed,None,Traffic displacement,No,
Lakefield Road,,No,10,10,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run",5,No opinion,Remove,Remove,No opinion,Remove,Remove,Removed,None,Traffic displacement; longer journeys,Yes,Remove LTNs
Lakefield Road,,No,7,7,,,,,,,,,,,,,,,"Work, Shopping, Caring responsibilities",,,Remove,Remove,Remove,Remove,Remove,Removed,None,Causing more traffic jams and pollution; more road rage,No,
Lakefield Road,,No opinion,40,40,,,,,,,,,,,,,,,Work,4,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,,,No,
Lakefield Road,,Yes,5,5,,,,,,,,,1,1,,,,,"Work, Shopping, School run",5,No opinion,No opinion,Remove,Remove,No opinion,Remove,Removed,None,Longer journeys; more pollution; adds 20mins travel time per day for us,Yes,
Littlemore Road,,Yes,9,9,,,,,,,15,25,,,15,25,,,"Work, Shopping",1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Better standard of life,Not enforced in Bartholomew Road,Yes,"- Want bus lane camera installed
- Thinks people have now got used to the LTNs and aren't inconveniencing people"
Littlemore Road,,No,5,5,,,,,,,5,5,,,1,1,,,"Work, Shopping, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Journeys taking twice as long and using more petrol. ,No,
Littlemore Road,,Yes,10,10,,,,,,,4,4,,,10,10,,,Work,2,No opinion,No opinion,Agree,No opinion,No opinion,No opinion,Kept with alterations,Reduce traffic and noise,Some people put trash in the planters,No,
Littlemore Road,,Yes,30,10,,,,,,,,,,,,,,,"Shopping, Health appointments",1,No opinion,No opinion,Agree,Remove,No opinion,Change,Kept with alterations,,Speeding motorcycles,No,20mph speed cameras for motorcycles on Littlemore Road
Littlemore Road,,Yes,14,14,,,,,,,,,,,,,,,"Work, Caring responsibilities",5,Agree,Agree,Remove,Agree,Agree,Remove,Kept with alterations,Less traffic,2 min drive becomes 20 mins,No,
Littlemore Road,,Yes,5,5,,,,,,,20,20,,,,,,,"Shopping, School run, Caring responsibilities",,No opinion,No opinion,Change,No opinion,No opinion,No opinion,Kept with alterations,Quieter roads,"Speeding vehicles, more drug dealing. 
Disagree with speed and way it was implemented
",Yes,
Littlemore Road,,Yes,4,4,,,5,5,2,2,multiple,multiple,,,,,,,"Work, Shopping, Health appointments",1,Agree,Agree,Agree,Agree,No opinion,Agree,Kept as is,"Quieter, safer road, pedestrians and cyclists have shorter journey",Drivers not aware they are in place,No,Keep bus lane camera out of Bartholomew Lane for locals and school users
Littlemore Road,,No,13,>13,,,,,,,,,,,,,,,"Work, School run",5,Remove,Remove,Remove,Remove,No opinion,Remove,Removed,None,"More traffic on other roads, more crime, more drug dealing, more speeding motorbikes",Yes,"- Remove LTNs
- More police patrols for drug dealing"
Littlemore Road,,Yes,20,20,,,,,,,6,6,,,5,5,,,"Work, Shopping, Health appointments, Caring responsibilities",3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,"Slightly quieter roads, but full benefit not felt as Bartholomew Road camera not installed","Pushed problems to other areas, i.e. Newman Road junction now very busy and not helped by narrowing it for bikes. Pain to not be able to take the most direct route to destination. ",Yes,
Littlemore Road,,Yes,5,5,,,,,,,3,3,,,,,,,Work,1,Agree,Agree,Agree,Agree,Agree,Change,Kept with alterations,Less traffic noise,"If do need to use car, journey is more congested. ",No,
Littlemore Road,,,6,6,,,,,1,1,5,5,,,,,,,"Shopping, Health appointments, Caring responsibilities",5,No opinion,Remove,Remove,Remove,No opinion,Remove,Removed,,Using more petrol; motorbikes ignoring filters; Newman Road more busy,No,
Littlemore Road,,Yes,2,2,,,10,10,,,,,,,,,,,"Work, Shopping, Caring responsibilities",1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Reduced traffic,Chicane on Newman Road problematic,No,"Install Bartholomew Road camera, allow residents through with permit. "
Littlemore Road,,Yes,,,,,,,,,,,,,,,,,"Shopping, Health appointments, School run",5,Remove,No opinion,Remove,Remove,Remove,No opinion,Removed,None,More pollution; longer journeys,No,Pedestrian crossing on Littlemore Road
Littlemore Road,,,10,1,,,,,5,5,,,,,,,,,Caring responsibilities,,Remove,Agree,Remove,Remove,Agree,Remove,Removed,None,Cannot walk far so no benefit; shops close in Templar Square; more congestion on other roads,Yes,
Littlemore Road,,No,5,5,,,,,,,10,10,,,2,2,,,"Work, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Change,Removed,None,"Their existence, lack of effect",Yes,"Bartholomew Road should be closed to traffic for benefit of the school, buses included"
Littlemore Road,,Yes,4,0,,,4,0,,,,,,,,,,,Work,4,No opinion,No opinion,Agree,No opinion,No opinion,No opinion,Kept as is,Quiet road,More pollution,No,
Littlemore Road,,Yes,"[0, No before, moved in after LTN installed]",4,,,,,,1,,7,,,,3,,,Work,1,Agree,Agree,Agree,Agree,No opinion,Agree,Kept as is,"Less traffic, safer for cycling and walking",Poor signage and communication,Yes,Install Bartholomew Road bus gate camera
Littlemore Road,,No,20,20,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Many problems, all life disturbed",No,Remove LTN
Littlemore Road,,Yes,1,1,,,,,,,2,2,,,,,,,"Shopping, Health appointments",,No opinion,Agree,Agree,No opinion,No opinion,Change,Kept as is,Less traffic,Increased journey length,No,
Littlemore Road,,Yes,4,3 (COVID),,,,,2,2,7,8,,,,,,,"Work, Shopping, Gyms, Health appointments",2,Agree,No opinion,Agree,Remove,No opinion,No opinion,Kept with alterations,Quieter roads,"Increases journey length for some trips, increases traffic on other routes",Yes,
Long Lane,,Yes,7,7,,,,,,,,,,,,,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,"Very minimal, for some homeowners on restricted roads",Lots more pollution due to people sat in stationary cars. Harder for emergency services.,Yes,"One car per household, pay more if your household has more than one car. This would encourage people to think about what they actually need as opposed to want. "
Long Lane,,No,15,10,,,,,,,,,,,,,,,"Work, Shopping, Gyms",4,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,It has increased the distance and time to get to some places,No,
Long Lane,,Yes,7,7,,,3,3,1,1,2,2,,,5,5,,,"Work, Shopping, Health appointments",5,Change,Remove,Change,Change,Remove,Remove,Removed,None,More traffic and speeding on Long Lane. Right turn on Newman Road causing major problems,No,
Long Lane,,Yes,3,3,,,,,,,10,10,,,3,3,,,"Shopping, Health appointments",5,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,In time fewer car journeys,Buses do not connect,No,"Either make ""No right turn"" at top of Newman Road or remove Littlemore Road bollard"
Long Lane,,No,3,3,,,,,,,,,,,,,,,"Shopping, Health appointments, Caring responsibilities",,Remove,Remove,Remove,Remove,Remove,Remove,,Zero emissions,We can't live lives,No,
Long Lane,,No,6,6,,,,,2,2,2,2,,,,,,,"Work, Gyms",4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,"Decreasing traffic, safer for pedestrians",Cutting off access and worsen traffic in other roads. It could be a good idea but not as simple to implement as just blocking road with four planters.,No,
Long Lane,,Yes,,,,,,,1,1,25,25,,,25,25,,,,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,"Much quieter and safer for all pedestrians, cyclists and elderly. Would like more of them.",None,No,More LTNs
Long Lane,,Yes,20,20,,,,,,,0,5,,,,,,,"Work, Shopping, Health appointments",4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,"Forces us to walk/cycle more, feels safer.",Forces us to driver longer distances. Negative impact on Newman Road/Iffley Road junction and Between Towns Road / Iffley Road junction.,No,"- If Littlemore Road LTN was kept, traffic lights at Iffley Road / Between Towns Road junction should have longer filter. 
- Newman Road / A4158 function should be improved, e.g. roundabout. This junction is more busy and it is difficult to get out of it. "
Long Lane,,No,2,2,,,,,,,7,7,,,7,7,,,"Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Cut us out of easy access to shops, health appointments and banks",No,"- Leave streets open for traffic to spread out
- Ban school dropping off (school traffic worst offender)
- Stop motorbikes going through filters
- Stop cyclists going on pavements"
Long Lane,,,7,7,,,,,2,2,3,3,,,,,,,"Work, Shopping, Health appointments, School run",5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,None,"Causing heavy traffic, wasting time and fuel",Yes,
Long Lane,,No,4,4,,,,,2,2,2,2,,,,,,,"Shopping, Health appointments",5,Remove,Remove,Remove,Remove,No opinion,Remove,Removed,None,Trapped in single road system with everyone else's traffic jamming it up. Now drives to Abingdon instead of Cowley Centre,No,- Remove chicane at Newman Road junction
Long Lane,,Yes,1 (taxi),1 (taxi),,,,,0.5,0.5,,,,,,,,,Health appointments,4,No opinion,Remove,Remove,No opinion,No opinion,No opinion,Kept with alterations,Stops kids speeding,Time and expense of taxi,No,
Long Lane,,Yes,,,,,,,1,1,,,,,7,7,,,Shopping,5,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Kept with alterations,None,"Pollution worse, more expensive as distances greater",No,"- More restrictions on football days
- More cycle lanes"
