pcd7,pcd8,pcds,dointr,doterm,usertype,oa11cd,lsoa11cd,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw
"OX4 4WQ","OX4  4WQ","OX4 4WQ","200206","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WS","OX4  4WS","OX4 4WS","200707","201404","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WU","OX4  4WU","OX4 4WU","199906","200207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WW","OX4  4WW","OX4 4WW","200408","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WZ","OX4  4WZ","OX4 4WZ","200205","200306","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4XJ","OX4  4XJ","OX4 4XJ","200408","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZA","OX4  4ZA","OX4 4ZA","199912","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZB","OX4  4ZB","OX4 4ZB","200106","200201","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZE","OX4  4ZE","OX4 4ZE","200405","200710","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZG","OX4  4ZG","OX4 4ZG","200207","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZH","OX4  4ZH","OX4 4ZH","200210","200311","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZJ","OX4  4ZJ","OX4 4ZJ","200207","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZL","OX4  4ZL","OX4 4ZL","200209","201110","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZN","OX4  4ZN","OX4 4ZN","200207","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZP","OX4  4ZP","OX4 4ZP","200302","200311","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZR","OX4  4ZR","OX4 4ZR","200302","200803","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZU","OX4  4ZU","OX4 4ZU","200403","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZW","OX4  4ZW","OX4 4ZW","200307","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZX","OX4  4ZX","OX4 4ZX","200208","200309","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZY","OX4  4ZY","OX4 4ZY","200304","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4ZZ","OX4  4ZZ","OX4 4ZZ","200409","200909","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5HA","OX4  5HA","OX4 5HA","199002","200006","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5JT","OX4  5JT","OX4 5JT","198001","200006","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5JU","OX4  5JU","OX4 5JU","198001","200006","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5LD","OX4  5LD","OX4 5LD","198001","200006","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5LF","OX4  5LF","OX4 5LF","198001","200006","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5LG","OX4  5LG","OX4 5LG","198001","200006","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5LP","OX4  5LP","OX4 5LP","198402","200006","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5NA","OX4  5NA","OX4 5NA","198001","200006","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5NN","OX4  5NN","OX4 5NN","199007","200006","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 5NR","OX4  5NR","OX4 5NR","198803","200006","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6AD","OX4  6AD","OX4 6AD","200106","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6BF","OX4  6BF","OX4 6BF","200106","200404","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6BX","OX4  6BX","OX4 6BX","200207","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6FA","OX4  6FA","OX4 6FA","200006","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6FF","OX4  6FF","OX4 6FF","201605","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6FP","OX4  6FP","OX4 6FP","200006","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6HA","OX4  6HA","OX4 6HA","200006","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6HB","OX4  6HB","OX4 6HB","201303","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6JE","OX4  6JE","OX4 6JE","200006","200711","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6JJ","OX4  6JJ","OX4 6JJ","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6JR","OX4  6JR","OX4 6JR","200006","200403","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6JT","OX4  6JT","OX4 6JT","200006","200207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6JU","OX4  6JU","OX4 6JU","201412","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6LD","OX4  6LD","OX4 6LD","200006","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6LE","OX4  6LE","OX4 6LE","200006","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6LF","OX4  6LF","OX4 6LF","200006","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6LG","OX4  6LG","OX4 6LG","200106","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6LP","OX4  6LP","OX4 6LP","200006","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6LZ","OX4  6LZ","OX4 6LZ","200006","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6NA","OX4  6NA","OX4 6NA","200006","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ND","OX4  6ND","OX4 6ND","200006","201704","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6NN","OX4  6NN","OX4 6NN","200006","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6NR","OX4  6NR","OX4 6NR","200006","","0","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6NT","OX4  6NT","OX4 6NT","200006","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6NX","OX4  6NX","OX4 6NX","200006","200203","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6PP","OX4  6PP","OX4 6PP","200006","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6PR","OX4  6PR","OX4 6PR","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6PS","OX4  6PS","OX4 6PS","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6PY","OX4  6PY","OX4 6PY","200006","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6PZ","OX4  6PZ","OX4 6PZ","200006","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6QA","OX4  6QA","OX4 6QA","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6QB","OX4  6QB","OX4 6QB","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6QH","OX4  6QH","OX4 6QH","200106","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6QR","OX4  6QR","OX4 6QR","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6QS","OX4  6QS","OX4 6QS","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6QU","OX4  6QU","OX4 6QU","200106","200403","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WA","OX4  6WA","OX4 6WA","200112","201003","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WB","OX4  6WB","OX4 6WB","200112","200302","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WD","OX4  6WD","OX4 6WD","200206","200302","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WE","OX4  6WE","OX4 6WE","200206","200607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WF","OX4  6WF","OX4 6WF","200206","200306","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WG","OX4  6WG","OX4 6WG","200206","200305","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WH","OX4  6WH","OX4 6WH","200206","200309","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6WN","OX4  6WN","OX4 6WN","200303","200406","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6XA","OX4  6XA","OX4 6XA","200006","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6XD","OX4  6XD","OX4 6XD","200006","200403","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6XU","OX4  6XU","OX4 6XU","200405","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6XW","OX4  6XW","OX4 6XW","200405","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6XZ","OX4  6XZ","OX4 6XZ","200309","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6YN","OX4  6YN","OX4 6YN","200310","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6YR","OX4  6YR","OX4 6YR","200012","200212","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6YT","OX4  6YT","OX4 6YT","200012","200110","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6YU","OX4  6YU","OX4 6YU","200012","200309","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6YX","OX4  6YX","OX4 6YX","200006","200108","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6YY","OX4  6YY","OX4 6YY","200006","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ZD","OX4  6ZD","OX4 6ZD","200311","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ZE","OX4  6ZE","OX4 6ZE","200401","200506","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ZG","OX4  6ZG","OX4 6ZG","200207","200903","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ZJ","OX4  6ZJ","OX4 6ZJ","200301","200503","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ZL","OX4  6ZL","OX4 6ZL","200712","200801","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ZU","OX4  6ZU","OX4 6ZU","200006","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 6ZX","OX4  6ZX","OX4 6ZX","200211","200405","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7AA","OX4  7AA","OX4 7AA","200006","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7AB","OX4  7AB","OX4 7AB","200006","200204","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7AH","OX4  7AH","OX4 7AH","200006","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7AJ","OX4  7AJ","OX4 7AJ","200012","200109","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7AL","OX4  7AL","OX4 7AL","200012","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7BA","OX4  7BA","OX4 7BA","200106","200308","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7ZN","OX4  7ZN","OX4 7ZN","200309","200512","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 7ZX","OX4  7ZX","OX4 7ZX","200208","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AA","OX4  9AA","OX4 9AA","200501","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AB","OX4  9AB","OX4 9AB","201009","201012","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AD","OX4  9AD","OX4 9AD","200502","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AE","OX4  9AE","OX4 9AE","200502","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AF","OX4  9AF","OX4 9AF","200502","200703","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AG","OX4  9AG","OX4 9AG","200503","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AH","OX4  9AH","OX4 9AH","200504","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AJ","OX4  9AJ","OX4 9AJ","200504","200605","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AL","OX4  9AL","OX4 9AL","200808","201707","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AN","OX4  9AN","OX4 9AN","200505","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AP","OX4  9AP","OX4 9AP","200506","200607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AQ","OX4  9AQ","OX4 9AQ","200507","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AR","OX4  9AR","OX4 9AR","200509","200610","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AS","OX4  9AS","OX4 9AS","200802","200901","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AT","OX4  9AT","OX4 9AT","200510","201410","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AU","OX4  9AU","OX4 9AU","200510","201611","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AW","OX4  9AW","OX4 9AW","200511","201211","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AX","OX4  9AX","OX4 9AX","200512","201003","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AY","OX4  9AY","OX4 9AY","200601","201003","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9AZ","OX4  9AZ","OX4 9AZ","200601","200902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BA","OX4  9BA","OX4 9BA","200601","201003","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BB","OX4  9BB","OX4 9BB","200601","200702","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BD","OX4  9BD","OX4 9BD","200601","200801","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BE","OX4  9BE","OX4 9BE","200601","201103","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BF","OX4  9BF","OX4 9BF","200603","200704","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BG","OX4  9BG","OX4 9BG","200603","200704","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BH","OX4  9BH","OX4 9BH","200603","200904","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BJ","OX4  9BJ","OX4 9BJ","200605","201405","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BL","OX4  9BL","OX4 9BL","200607","200611","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BN","OX4  9BN","OX4 9BN","200607","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BP","OX4  9BP","OX4 9BP","200709","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BQ","OX4  9BQ","OX4 9BQ","200608","200609","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BR","OX4  9BR","OX4 9BR","200811","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BS","OX4  9BS","OX4 9BS","200609","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BT","OX4  9BT","OX4 9BT","200610","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BU","OX4  9BU","OX4 9BU","200610","200711","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BW","OX4  9BW","OX4 9BW","200711","200812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BX","OX4  9BX","OX4 9BX","200610","200812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BY","OX4  9BY","OX4 9BY","200712","200801","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9BZ","OX4  9BZ","OX4 9BZ","200701","200704","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DA","OX4  9DA","OX4 9DA","200704","201003","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DB","OX4  9DB","OX4 9DB","200808","200901","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DD","OX4  9DD","OX4 9DD","200705","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DE","OX4  9DE","OX4 9DE","200705","201106","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DF","OX4  9DF","OX4 9DF","200705","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DG","OX4  9DG","OX4 9DG","200707","201401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DH","OX4  9DH","OX4 9DH","200707","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DJ","OX4  9DJ","OX4 9DJ","201108","201207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DL","OX4  9DL","OX4 9DL","200708","200809","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DN","OX4  9DN","OX4 9DN","200708","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DP","OX4  9DP","OX4 9DP","200607","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DQ","OX4  9DQ","OX4 9DQ","200710","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DR","OX4  9DR","OX4 9DR","201103","201112","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DT","OX4  9DT","OX4 9DT","200802","200903","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DU","OX4  9DU","OX4 9DU","200802","200903","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DW","OX4  9DW","OX4 9DW","200802","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DX","OX4  9DX","OX4 9DX","200803","201406","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DY","OX4  9DY","OX4 9DY","200803","201105","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9DZ","OX4  9DZ","OX4 9DZ","200805","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EA","OX4  9EA","OX4 9EA","200805","200906","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EB","OX4  9EB","OX4 9EB","200805","201007","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9ED","OX4  9ED","OX4 9ED","200806","201107","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EE","OX4  9EE","OX4 9EE","200806","201008","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EF","OX4  9EF","OX4 9EF","200807","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EG","OX4  9EG","OX4 9EG","200807","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EH","OX4  9EH","OX4 9EH","200807","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EJ","OX4  9EJ","OX4 9EJ","200807","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EL","OX4  9EL","OX4 9EL","200807","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EN","OX4  9EN","OX4 9EN","200808","201711","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EP","OX4  9EP","OX4 9EP","200810","201005","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EQ","OX4  9EQ","OX4 9EQ","200811","201211","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9ER","OX4  9ER","OX4 9ER","200812","201001","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9ES","OX4  9ES","OX4 9ES","200812","201212","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9ET","OX4  9ET","OX4 9ET","200901","200909","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EU","OX4  9EU","OX4 9EU","200901","201402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EW","OX4  9EW","OX4 9EW","200901","201202","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EX","OX4  9EX","OX4 9EX","200902","201002","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EY","OX4  9EY","OX4 9EY","200902","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9EZ","OX4  9EZ","OX4 9EZ","200902","200905","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FA","OX4  9FA","OX4 9FA","200902","201105","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FB","OX4  9FB","OX4 9FB","200903","201005","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FD","OX4  9FD","OX4 9FD","200904","201005","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FE","OX4  9FE","OX4 9FE","200905","200906","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
